400000.00,0,20000.00,0.00,Refer
100000.00,0,5000.00,0.00,Refer
100000.00,0,0.00,0.00,Incomplete
250000.00,0,20000.00,0.00,Approved
400000.00,0,10000.00,0.00,Declined
100000.00,0,20000.00,0.00,Declined
100000.00,0,0.00,0.00,Incomplete
150000.00,0,20000.00,0.00,Approved
250000.00,0,20000.00,0.00,Approved
500000.00,0,20000.00,0.00,Approved
500000.00,0,20000.00,0.00,Approved
250000.00,0,10000.00,0.00,Approved
0.00,0,0.00,0.00,Incomplete
250000.00,0,10000.00,0.00,Approved
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Approved
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
250000.00,0,20000.00,0.00,Approved
100000.00,0,10000.00,0.00,Approved
0.00,0,0.00,0.00,Incomplete
250000.00,0,10000.00,0.00,Approved
55000.00,0,6200.00,0.00,Withdraw
250000.00,0,20000.00,0.00,Approved
100000.00,0,0.00,0.00,Approved
250000.00,0,20000.00,0.00,Approved
250000.00,0,20000.00,0.00,Approved
250000.00,0,10000.00,0.00,Withdraw
250000.00,0,10000.00,0.00,Withdraw
0.00,0,0.00,0.00,Incomplete
250000.00,0,20000.00,0.00,Approved
100000.00,0,0.00,0.00,Approved
33000.00,0,2000.00,0.00,Approved
400000.00,0,20000.00,0.00,Approved
300000.00,0,20000.00,0.00,Declined
150000.00,0,20000.00,0.00,Approved
100000.00,0,20000.00,0.00,Approved
250000.00,0,10000.00,0.00,Incomplete
150000.00,0,20000.00,0.00,Settled
150000.00,0,20000.00,0.00,Approved
0.00,0,0.00,0.00,Incomplete
150000.00,0,20000.00,0.00,Declined
150000.00,0,10000.00,0.00,Settled
250000.00,0,20000.00,0.00,Settled
120000.00,0,8000.00,0.00,Declined
150000.00,0,10000.00,0.00,Settled
200000.00,0,30000.00,0.00,Incomplete
200000.00,0,20000.00,0.00,Declined
500000.00,0,30000.00,0.00,Declined
100000.00,0,0.00,0.00,Withdraw
0.00,0,0.00,0.00,Incomplete
150000.00,0,15000.00,0.00,Settled
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
300000.00,0,10000.00,0.00,Settled
200000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Settled
100000.00,0,0.00,0.00,Approved
200000.00,0,20000.00,0.00,Settled
200000.00,0,20000.00,0.00,Settled
300000.00,0,30000.00,0.00,Settled
100000.00,0,0.00,0.00,Withdraw
250000.00,0,20000.00,0.00,Settled
200000.00,0,30000.00,0.00,Settled
0.00,0,0.00,0.00,Incomplete
250000.00,0,20000.00,0.00,Withdraw
100000.00,0,10000.00,0.00,Settled
500000.00,0,20000.00,0.00,Settled
400000.00,0,20000.00,0.00,Settled
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Settled
150000.00,0,20000.00,0.00,Settled
250000.00,0,20000.00,0.00,Settled
30000.00,0,1500.00,0.00,Settled
200000.00,0,27000.00,0.00,Settled
100000.00,0,0.00,0.00,Incomplete
250000.00,0,20000.00,0.00,Settled
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Incomplete
250000.00,0,20000.00,0.00,Settled
50000.00,0,0.00,0.00,Settled
1000000.00,0,100000.00,0.00,Settled
250000.00,0,0.00,0.00,Settled
70000.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Declined
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Refer
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Declined
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Declined
100000.00,0,0.00,0.00,Declined
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Withdraw
100000.00,0,0.00,0.00,Approved
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Refer
100000.00,0,0.00,0.00,Refer
100000.00,0,0.00,0.00,Refer
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Refer
98000.00,0,58000.00,0.00,Refer
100000.00,0,0.00,0.00,Refer
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Refer
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Refer
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Refer
100000.00,0,0.00,0.00,Refer
100000.00,0,0.00,0.00,Refer
123213.00,0,12122.00,0.00,Refer
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Refer
100000.00,0,0.00,0.00,Refer
100000.00,0,0.00,0.00,Refer
0.00,0,0.00,0.00,Incomplete
80000.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Refer
100000.00,0,0.00,0.00,Refer
50000.00,0,5000.00,0.00,Refer
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Settled
100000.00,0,0.00,0.00,Refer
1000000.00,0,0.00,0.00,Refer
0.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Approved
100000.00,0,0.00,0.00,Incomplete
0.00,0,0.00,0.00,Incomplete
100000.00,0,0.00,0.00,Refer
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
444444,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Submitted
0,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,2,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Submitted
50000,0,0,0,Submitted
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
232323,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
444444,0,112,0,Incomplete
343434,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
232333,0,23,0,Incomplete
50000,0,0,0,Incomplete
1212312313,0,2,0,Incomplete
562344,0,2,0,Incomplete
123123123,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
466466,0,0,0,Incomplete
362636,0,0,0,Incomplete
588483,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
23231231,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
2323232,0,0,0,Incomplete
50000,0,0,0,Submitted
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
56777,0,0,0,Submitted
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Submitted
50000,0,0,0,Submitted
0,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Submitted
50000,0,0,0,Submitted
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
5555555,0,0,0,Submitted
0,0,0,0,Incomplete
0,0,0,0,Incomplete
333333,0,0,0,Submitted
33422,0,0,0,Submitted
0,0,0,0,Incomplete
50000,0,0,0,Submitted
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
0,0,0,0,Incomplete
0,0,0,0,Incomplete
50000,0,0,0,Incomplete
50000,0,0,0,Incomplete
334223424,0,131,0,Incomplete
334223424,0,131,0,Incomplete
334223424,0,131,0,Incomplete
334223424,0,131,0,Incomplete
334223424,0,131,0,Incomplete
334223424,0,131,0,Incomplete
334223424,0,131,0,Incomplete
123213,0,213123,0,Incomplete
123213,0,213123,0,Incomplete
123213,0,213123,0,Incomplete
123213,0,213123,0,Incomplete
123213,0,213123,0,Incomplete
123213,0,213123,0,Incomplete
123213,0,213123,0,Incomplete
123213,0,213123,0,Incomplete
123213,0,213123,0,Incomplete
123213,0,213123,0,Incomplete
1123132,0,5555,0,Incomplete
1123132,0,5555,0,Incomplete
21123,0,12412,0,Incomplete
213213,0,232,0,Incomplete
123123,0,12312,0,Incomplete
12321312,0,123123,0,Incomplete
85000,0,10000,0,Incomplete
938838,0,123,0,Incomplete
567777,0,1313,0,Incomplete
123123,0,123,0,Submitted
567889,0,131313,0,Submitted
50000,0,40000,0,Incomplete
50000,0,40000,0,Incomplete
60000,0,40000,0,Submitted
0,0,0,0,Incomplete
123213,0,12312,0,Incomplete
123213,0,12312,0,Incomplete
123213,0,12312,0,Incomplete
80000,0,120,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
1231232,0,123,0,Incomplete
123123,0,12312,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000,0,3239,0,Incomplete
90000.0,0,3239.0,0,Incomplete
90000.0,0,3239.0,0,Incomplete
90000.0,0,3239.0,0,Incomplete
90000.0,0,3239.0,0,Incomplete
90000.0,0,3239.0,0,Incomplete
90000.0,0,3239.0,0,Incomplete
213123.0,0,123.0,0,Incomplete
213123.0,0,123.0,0,Incomplete
213123.0,0,123.0,0,Incomplete
213123.0,0,123.0,0,Incomplete
123123.0,0,123.0,0,Incomplete
123123.0,0,123.0,0,Incomplete
123123.0,0,123.0,0,Incomplete
123133.0,0,123.0,0,Incomplete
123133.0,0,123.0,0,Incomplete
